triplets,co
"('1-17711', '1-10770', '7W2-11889')",12
"('mlg44', '1-18799', 'mlg45')",12
"('1-17711', '7W2-11889', '1-10770')",12
"('1-9098', '1-2714C', '7W2-11841')",12
"('1-2714C', '7W2-11841', '1-9098')",12
"('1-2714C', '1-9098', '7W2-11841')",12
"('1-8313', '1-0303C', '1-16909')",12
"('1-10770', '7W2-11889', '1-17711')",12
"('1-8313', '1-16909', '1-0303C')",12
"('1-16909', '1-8313', '1-0303C')",12
"('mlg44', 'mlg45', '1-18799')",12
"('7W2-11889', '1-10770', '1-17711')",12
"('1-16909', '1-0303C', '1-8313')",12
"('mlg26', '1-8974', '1-8810')",12
"('1-0303C', '1-8313', '1-16909')",12
"('mlg47', 'mlg48', 'mlg53')",12
"('mlg48', 'mlg47', 'mlg53')",12
"('mlg48', 'mlg53', 'mlg47')",12
"('mlg53', 'mlg47', 'mlg48')",12
"('mlg35', '1-8836', 'mlg26')",12
"('1-8562', '1-18780', 'mlg53')",12
"('mlg53', '1-18780', '1-8562')",12
"('1-8810', '1-8974', 'mlg26')",12
"('mlg53', '1-8562', '1-18780')",12
"('mlg35', 'mlg26', '1-8836')",12
"('1-9098', '7W2-11841', '1-2714C')",12
"('1-1605', 'mlg02', 'mlg18')",11
"('mlg02', '1-8995', 'mlg22')",11
"('1-7140C', '1-19443', '1-9283C')",11
"('1-10129', 'mlg03', '1-2382C')",11
"('mlg52', '1-7962', 'mlg47')",11
"('1-6098C', 'mlg34', 'mlg03')",11
"('1-9283C', '1-7140C', '1-19443')",11
"('1-9283C', '1-19443', '1-7140C')",11
"('mlg02', 'mlg22', '1-8995')",11
"('1-19443', '1-7140C', '1-9283C')",11
"('mlg03', '1-6098C', 'mlg34')",11
"('1-10129', '1-2382C', 'mlg03')",11
"('mlg03', 'mlg34', '1-6098C')",11
"('1-19443', '1-9283C', '1-7140C')",11
"('1-2382C', 'mlg03', '1-10129')",11
"('1-2382C', '1-10129', 'mlg03')",11
"('mlg47', '1-17759', 'mlg52')",11
"('1-1605', 'mlg18', 'mlg02')",11
"('mlg22', 'mlg02', '1-8995')",11
"('mlg03', '1-1196', '1-1404')",11
"('mlg52', '1-17759', 'mlg47')",11
"('1-6098C', 'mlg03', 'mlg34')",11
"('1-8995', 'mlg25', 'mlg35')",11
"('mlg03', '1-1404', '1-1196')",11
"('1-8995', 'mlg22', 'mlg02')",11
"('1-1769C', '1-17711', '7W2-11889')",11
"('1-1769C', '7W2-11889', '1-17711')",11
"('1-1196', 'mlg03', '1-1404')",11
"('mlg35', 'mlg25', '1-8995')",11
"('mlg03', '1-1462C', '1-8188C')",11
"('1-17711', '1-1769C', '7W2-11889')",11
"('1-1404', '1-1196', 'mlg03')",11
"('mlg35', '1-8995', 'mlg25')",11
"('mlg25', 'mlg35', '1-8995')",11
"('mlg25', '1-8995', 'mlg35')",11
"('1-7140C', '1-9283C', '1-19443')",11
"('1-17711', '7W2-11889', '1-1769C')",11
"('mlg03', '1-10129', '1-2382C')",11
"('1-1404', 'mlg03', '1-1196')",11
"('mlg03', '1-2382C', '1-10129')",11
"('7W2-11889', '1-1769C', '1-17711')",11
"('1-8995', 'mlg02', 'mlg22')",11
"('7W2-11889', '1-17711', '1-1769C')",11
"('1-8995', 'mlg35', 'mlg25')",11
"('mlg47', 'mlg52', '1-17759')",11
"('mlg22', '1-8995', 'mlg02')",11
"('mlg26', '1-4041', '1-1258C')",11
"('1-10767', '7W2-11889', '1-17711')",11
"('mlg03', '1-8188C', '1-1462C')",11
"('1-1258C', 'mlg26', '1-4041')",11
"('1-1462C', 'mlg03', '1-8188C')",11
"('1-1196', '1-1404', 'mlg03')",11
"('1-7962', 'mlg47', 'mlg52')",11
"('mlg26', '1-1258C', '1-4041')",11
"('mlg18', 'mlg02', '1-1605')",11
"('1-4041', 'mlg26', '1-1258C')",11
"('mlg47', 'mlg52', '1-7962')",11
"('1-17759', 'mlg47', 'mlg52')",11
"('mlg47', '1-7962', 'mlg52')",11
"('mlg52', 'mlg47', '1-17759')",11
"('1-17759', 'mlg52', 'mlg47')",11
"('1-8188C', 'mlg03', '1-1462C')",11
"('1-8188C', '1-1462C', 'mlg03')",11
"('1-10767', '1-17711', '7W2-11889')",11
"('1-4041', '1-1258C', 'mlg26')",11
"('1-1462C', '1-8188C', 'mlg03')",11
"('mlg02', 'mlg18', '1-1605')",11
"('7W2-11889', '1-17711', '1-10767')",11
"('7W2-11889', '1-10767', '1-17711')",11
"('mlg52', 'mlg47', '1-7962')",11
"('mlg34', '1-6098C', 'mlg03')",11
"('1-7962', 'mlg52', 'mlg47')",11
"('mlg34', 'mlg03', '1-6098C')",11
"('mlg02', '1-1605', 'mlg18')",11
"('mlg18', '1-1605', 'mlg02')",11
"('1-17711', '7W2-11889', '1-10767')",11
"('1-17711', '1-10767', '7W2-11889')",11
"('1-1258C', '1-4041', 'mlg26')",11
"('1-1165C', '1-9156C', '1-1350C')",10
"('1-1637', '1-10078', 'mlg02')",10
"('1-8914', '1-7866C', '1-7140C')",10
"('1-8914', '1-7140C', '1-7866C')",10
"('1-1637', 'mlg02', '1-10078')",10
"('1-7140C', '1-8914', '1-7866C')",10
"('mlg26', 'mlg35', '1-1258C')",10
"('1-7866C', '1-8914', '1-7140C')",10
"('1-1165C', '1-1350C', '1-9156C')",10
"('mlg35', '1-1258C', 'mlg26')",10
"('mlg35', 'mlg26', '1-1258C')",10
"('1-7140C', '1-7866C', '1-8914')",10
"('1-1258C', 'mlg26', 'mlg35')",10
"('mlg26', '1-1258C', 'mlg35')",10
"('1-10078', '1-1637', 'mlg02')",10
"('1-1204C', '1-0296C', 'mlg26')",10
"('1-0296C', '1-1204C', 'mlg26')",10
"('mlg26', '1-0296C', '1-1204C')",10
"('mlg26', '1-1204C', '1-0296C')",10
"('1-1350C', '1-1165C', '1-9156C')",10
"('1-1258C', 'mlg35', 'mlg26')",10
"('1-1204C', 'mlg26', '1-0296C')",10
"('1-18799', 'mlg44', 'mlg46')",10
"('1-10078', 'mlg02', '1-1637')",10
"('1-7140C', '1-6098C', '1-19443')",10
"('1-18799', 'mlg45', 'mlg46')",10
"('1-9732', '1-1258C', 'mlg26')",10
"('1-9732', 'mlg26', '1-1258C')",10
"('mlg26', '1-1258C', '1-9732')",10
"('mlg26', '1-9732', '1-1258C')",10
"('mlg46', 'mlg45', '1-18799')",10
"('mlg46', 'mlg44', '1-18799')",10
"('1-6098C', '1-8067C', 'mlg34')",10
"('1-6098C', 'mlg34', '1-8067C')",10
"('1-8067C', '1-6098C', 'mlg34')",10
"('1-8067C', 'mlg34', '1-6098C')",10
"('mlg34', '1-6098C', '1-8067C')",10
"('mlg34', '1-8067C', '1-6098C')",10
"('mlg46', '1-18799', 'mlg45')",10
"('mlg46', '1-18799', 'mlg44')",10
"('mlg45', 'mlg46', '1-18799')",10
"('1-2423C', '1-8084C', '1-8508C')",10
"('1-6098C', '1-7058C', '1-8945')",10
"('1-6098C', '1-8945', '1-7058C')",10
"('1-1350C', '1-9156C', '1-1165C')",10
"('1-17759', 'mlg47', '1-6181C')",10
"('1-19443', '1-6098C', '1-7140C')",10
"('1-6098C', '1-19443', '1-7140C')",10
"('1-19443', '1-7140C', '1-6098C')",10
"('1-1258C', '1-9732', 'mlg26')",10
"('1-6098C', '1-7140C', '1-19443')",10
"('1-1258C', 'mlg26', '1-9732')",10
"('1-8945', '1-7058C', '1-6098C')",10
"('1-8945', '1-6098C', '1-7058C')",10
"('1-7058C', '1-8945', '1-6098C')",10
"('1-7058C', '1-6098C', '1-8945')",10
"('1-6181C', 'mlg47', '1-17759')",10
"('1-6181C', '1-17759', 'mlg47')",10
"('mlg47', '1-6181C', '1-17759')",10
"('mlg47', '1-17759', '1-6181C')",10
"('1-17759', '1-6181C', 'mlg47')",10
"('1-2423C', '1-8508C', '1-8084C')",10
"('mlg33', 'mlg22', '1-9028C')",10
"('mlg33', '1-9028C', 'mlg22')",10
"('mlg22', 'mlg33', '1-9028C')",10
"('1-10574', 'mlg03', '1-6098C')",10
"('1-10574', '1-6098C', 'mlg03')",10
"('1-6098C', 'mlg03', '1-10574')",10
"('1-6098C', '1-10574', 'mlg03')",10
"('mlg44', '1-18799', 'mlg46')",10
"('1-6098C', '1-7140C', '1-7863C')",10
"('1-6098C', '1-7863C', '1-7140C')",10
"('1-7140C', '1-6098C', '1-7863C')",10
"('1-7140C', '1-7863C', '1-6098C')",10
"('1-18799', 'mlg46', 'mlg45')",10
"('1-9156C', '1-1350C', '1-1165C')",10
"('1-7863C', '1-6098C', '1-7140C')",10
"('1-9156C', '1-1165C', '1-1350C')",10
"('1-7863C', '1-7140C', '1-6098C')",10
"('1-18799', 'mlg46', 'mlg44')",10
"('1-10767', '1-4041', '7W2-11889')",10
"('1-10767', '7W2-11889', '1-4041')",10
"('mlg03', '1-6098C', '1-10574')",10
"('1-8508C', '1-8084C', '1-2423C')",10
"('mlg22', '1-9028C', 'mlg33')",10
"('1-8084C', '1-2423C', '1-8508C')",10
"('1-8084C', '1-8508C', '1-2423C')",10
"('mlg45', '1-18799', 'mlg46')",10
"('1-8508C', '1-2423C', '1-8084C')",10
"('1-9028C', 'mlg33', 'mlg22')",10
"('1-9028C', 'mlg22', 'mlg33')",10
"('1-4041', '1-10767', '7W2-11889')",10
"('mlg44', 'mlg46', '1-18799')",10
"('1-7140C', '1-19443', '1-6098C')",10
"('mlg03', '1-10574', '1-6098C')",10
"('7W2-11889', '1-4041', '1-10767')",10
"('7W2-11889', '1-10767', '1-4041')",10
"('1-4041', '7W2-11889', '1-10767')",10
"('1-7866C', '1-7140C', '1-8914')",10
"('1-0296C', 'mlg26', '1-1204C')",10
"('mlg02', '1-10078', '1-1637')",10
"('mlg25', '1-1258C', 'mlg33')",10
"('1-6181C', 'mlg47', 'mlg53')",10
"('7W2-11889', '1-4041', '1-1317C')",10
"('1-1258C', 'mlg24', '1-8974')",10
"('1-8974', '1-1258C', 'mlg24')",10
"('1-8974', 'mlg24', '1-1258C')",10
"('mlg24', '1-1258C', '1-8974')",10
"('mlg24', '1-8974', '1-1258C')",10
"('1-17759', '1-8420', 'mlg47')",10
"('1-6181C', 'mlg53', 'mlg47')",10
"('1-17759', 'mlg47', '1-8420')",10
"('mlg47', '1-6181C', 'mlg53')",10
"('1-1258C', 'mlg33', 'mlg25')",10
"('mlg47', 'mlg53', '1-6181C')",10
"('7W2-11889', '1-1317C', '1-4041')",10
"('mlg25', 'mlg33', '1-1258C')",10
"('mlg53', 'mlg47', '1-6181C')",10
"('mlg47', '1-8420', '1-17759')",10
"('mlg47', '1-17759', '1-8420')",10
"('mlg33', '1-1258C', 'mlg25')",10
"('mlg33', 'mlg25', '1-1258C')",10
"('7W2-11889', '1-17711', '1-10962')",10
"('mlg53', '1-6181C', 'mlg47')",10
"('7W2-11889', '1-10962', '1-17711')",10
"('1-10962', '1-17711', '7W2-11889')",10
"('1-10962', '7W2-11889', '1-17711')",10
"('1-17711', '1-10962', '7W2-11889')",10
"('1-1258C', 'mlg25', 'mlg33')",10
"('1-1258C', '1-8974', 'mlg24')",10
"('1-17711', '7W2-11889', '1-10962')",10
"('1-8836', '1-1258C', 'mlg26')",10
"('1-8974', 'mlg26', '1-5099')",10
"('1-1258C', '1-8836', 'mlg26')",10
"('mlg26', '1-8836', '1-1258C')",10
"('1-1317C', '1-4041', '7W2-11889')",10
"('1-8974', '1-5099', 'mlg26')",10
"('1-5099', 'mlg26', '1-8974')",10
"('1-8420', 'mlg47', '1-17759')",10
"('1-17759', 'mlg52', 'mlg53')",10
"('mlg26', '1-1258C', '1-8836')",10
"('mlg26', '1-8974', '1-5099')",10
"('1-8836', 'mlg26', '1-1258C')",10
"('1-17759', 'mlg53', 'mlg52')",10
"('1-1317C', '7W2-11889', '1-4041')",10
"('1-1258C', 'mlg26', '1-8836')",10
"('1-5099', '1-8974', 'mlg26')",10
"('mlg52', '1-17759', 'mlg53')",10
"('mlg52', 'mlg53', '1-17759')",10
"('mlg53', '1-17759', 'mlg52')",10
"('mlg53', 'mlg52', '1-17759')",10
"('mlg02', '1-1637', '1-10078')",10
"('1-4041', '1-1317C', '7W2-11889')",10
"('1-8420', '1-17759', 'mlg47')",10
"('1-4041', '7W2-11889', '1-1317C')",10
"('mlg26', '1-5099', '1-8974')",10
"('7W2-11889', '1-4052', '1-6948C')",9
"('mlg76', 'mlg03', '1-1595')",9
"('mlg03', '1-1595', 'mlg76')",9
"('1-6181C', 'mlg47', '1-7963')",9
"('mlg03', 'mlg76', '1-1595')",9
"('mlg33', 'mlg25', '1-8810')",9
"('1-7963', '1-6181C', 'mlg47')",9
"('mlg47', '1-6181C', '1-7963')",9
"('1-8990', 'mlg25', 'mlg02')",9
"('mlg76', '1-1595', 'mlg03')",9
"('1-8836', '1-8939', '1-9099')",9
"('1-8990', 'mlg02', 'mlg25')",9
"('1-6181C', '1-7963', 'mlg47')",9
"('mlg02', '1-8990', 'mlg25')",9
"('mlg47', '1-7963', '1-6181C')",9
"('mlg25', '1-8914', 'mlg27')",9
"('1-7963', 'mlg47', '1-6181C')",9
"('mlg02', 'mlg25', '1-8990')",9
"('mlg75', 'mlg02', '1-1605')",9
"('mlg25', '1-8810', 'mlg33')",9
"('mlg25', 'mlg33', '1-8810')",9
"('mlg27', 'mlg25', '1-8914')",9
"('mlg27', '1-8914', 'mlg25')",9
"('1-7962', 'mlg48', 'mlg47')",9
"('1-7962', 'mlg47', 'mlg48')",9
"('mlg25', 'mlg27', '1-8914')",9
"('mlg47', 'mlg48', '1-7962')",9
"('mlg03', '1-1462C', '1-7807C')",9
"('mlg47', '1-7962', 'mlg48')",9
"('1-8914', 'mlg27', 'mlg25')",9
"('mlg33', '1-8810', 'mlg25')",9
"('1-8914', 'mlg25', 'mlg27')",9
"('1-1595', 'mlg03', 'mlg76')",9
"('1-1595', 'mlg76', 'mlg03')",9
"('mlg25', 'mlg02', '1-8990')",9
"('mlg25', '1-8990', 'mlg02')",9
"('1-7981', '1-6181C', '1-6098C')",9
"('mlg03', '1-7807C', '1-1462C')",9
"('mlg36', '1-2294C', '1-8945')",9
"('1-7807C', 'mlg03', '1-1462C')",9
"('1-1637', 'mlg02', '1-4041')",9
"('mlg47', '1-8420', 'mlg53')",9
"('mlg47', 'mlg53', '1-8420')",9
"('mlg02', '1-9356C', '1-1605')",9
"('1-1605', 'mlg02', '1-9356C')",9
"('1-1605', '1-9356C', 'mlg02')",9
"('1-9356C', 'mlg02', '1-1605')",9
"('1-9356C', '1-1605', 'mlg02')",9
"('mlg26', '1-5099', '1-1258C')",9
"('mlg26', '1-1258C', '1-5099')",9
"('1-8420', 'mlg47', 'mlg53')",9
"('1-8420', 'mlg53', 'mlg47')",9
"('1-4041', 'mlg02', '1-1637')",9
"('1-4041', '1-1637', 'mlg02')",9
"('1-1637', '1-4041', 'mlg02')",9
"('1-7807C', '1-1462C', 'mlg03')",9
"('mlg53', 'mlg47', '1-8420')",9
"('1-5099', 'mlg26', '1-1258C')",9
"('1-6948C', '7W2-11889', '1-4052')",9
"('mlg53', '1-8420', 'mlg47')",9
"('1-5099', '1-1258C', 'mlg26')",9
"('1-1258C', 'mlg26', '1-5099')",9
"('1-8420', '1-7972', 'mlg47')",9
"('1-8420', 'mlg47', '1-7972')",9
"('1-1258C', '1-5099', 'mlg26')",9
"('1-6948C', '1-4052', '7W2-11889')",9
"('1-7972', '1-8420', 'mlg47')",9
"('1-7972', 'mlg47', '1-8420')",9
"('mlg47', '1-8420', '1-7972')",9
"('mlg02', '1-1637', '1-4041')",9
"('mlg02', '1-4041', '1-1637')",9
"('mlg02', '1-1605', '1-9356C')",9
"('1-1258C', '1-9732', 'mlg22')",9
"('1-1462C', 'mlg03', '1-7807C')",9
"('1-1462C', '1-7807C', 'mlg03')",9
"('1-4041', '1-8974', 'mlg26')",9
"('1-4041', 'mlg26', '1-8974')",9
"('1-8974', '1-4041', 'mlg26')",9
"('1-8974', 'mlg26', '1-4041')",9
"('1-2294C', '1-8945', 'mlg36')",9
"('1-2294C', 'mlg36', '1-8945')",9
"('mlg26', '1-4041', '1-8974')",9
"('mlg26', '1-8974', '1-4041')",9
"('1-8945', '1-2294C', 'mlg36')",9
"('1-8836', '1-9099', '1-8939')",9
"('1-8945', 'mlg36', '1-2294C')",9
"('mlg02', 'mlg75', '1-1605')",9
"('mlg36', '1-8945', '1-2294C')",9
"('1-8939', '1-8836', '1-9099')",9
"('1-8939', '1-9099', '1-8836')",9
"('1-9099', '1-8836', '1-8939')",9
"('1-9099', '1-8939', '1-8836')",9
"('7W2-11889', '1-6948C', '1-4052')",9
"('1-4052', '7W2-11889', '1-6948C')",9
"('1-4052', '1-6948C', '7W2-11889')",9
"('mlg22', '1-9732', '1-1258C')",9
"('mlg22', '1-1258C', '1-9732')",9
"('1-9732', 'mlg22', '1-1258C')",9
"('1-9732', '1-1258C', 'mlg22')",9
"('1-1258C', 'mlg22', '1-9732')",9
"('mlg75', '1-1605', 'mlg02')",9
"('mlg47', '1-7972', '1-8420')",9
"('mlg02', '1-1605', 'mlg75')",9
"('mlg52', '1-8420', 'mlg47')",9
"('mlg47', '1-8420', 'mlg52')",9
"('mlg47', 'mlg52', '1-8420')",9
"('1-8420', 'mlg47', 'mlg52')",9
"('1-8420', 'mlg52', 'mlg47')",9
"('mlg52', 'mlg47', '1-8420')",9
"('1-7863C', '1-5775C', '1-6098C')",9
"('1-7863C', '1-6098C', '1-5775C')",9
"('mlg26', '1-2545C', '1-4126')",9
"('1-1258C', '1-8974', 'mlg23')",9
"('1-1258C', 'mlg23', '1-8974')",9
"('1-8974', '1-1258C', 'mlg23')",9
"('1-8974', 'mlg23', '1-1258C')",9
"('mlg23', '1-1258C', '1-8974')",9
"('mlg23', '1-8974', '1-1258C')",9
"('7W2-11889', '1-11002', '1-10979')",9
"('7W2-11889', '1-10979', '1-11002')",9
"('1-11002', '7W2-11889', '1-10979')",9
"('1-1605', 'mlg75', 'mlg02')",9
"('1-10979', '7W2-11889', '1-11002')",9
"('1-10979', '1-11002', '7W2-11889')",9
"('1-6098C', '1-7863C', '1-5775C')",9
"('1-1462C', '1-2382C', 'mlg03')",9
"('1-6098C', '1-5775C', '1-7863C')",9
"('1-1462C', 'mlg03', '1-2382C')",9
"('1-2382C', '1-1462C', 'mlg03')",9
"('1-2382C', 'mlg03', '1-1462C')",9
"('mlg03', '1-1462C', '1-2382C')",9
"('mlg03', '1-2382C', '1-1462C')",9
"('7W2-11841', '1-9383', '1-2714C')",9
"('1-5775C', '1-7863C', '1-6098C')",9
"('7W2-11841', '1-2714C', '1-9383')",9
"('mlg26', '1-4126', '1-2545C')",9
"('1-4126', 'mlg26', '1-2545C')",9
"('1-5775C', '1-6098C', '1-7863C')",9
"('1-8939', '1-6098C', 'mlg26')",9
"('1-6098C', '1-9099', 'mlg26')",9
"('1-6181C', '1-6098C', '1-7981')",9
"('1-6098C', 'mlg26', '1-8939')",9
"('1-6098C', 'mlg26', '1-9099')",9
"('1-6098C', 'mlg26', 'mlg36')",9
"('1-6098C', 'mlg36', 'mlg26')",9
"('1-7807C', 'mlg03', '1-16979')",9
"('1-4126', '1-2545C', 'mlg26')",9
"('1-8939', 'mlg26', '1-6098C')",9
"('1-9099', '1-6098C', 'mlg26')",9
"('1-7807C', '1-16979', 'mlg03')",9
"('1-6181C', '1-7981', '1-6098C')",9
"('1-9099', 'mlg26', '1-6098C')",9
"('1-7981', '1-6098C', '1-6181C')",9
"('mlg26', '1-6098C', '1-8939')",9
"('mlg26', '1-6098C', '1-9099')",9
"('1-6098C', '1-8939', 'mlg26')",9
"('1-6098C', '1-7981', '1-6181C')",9
"('mlg26', '1-6098C', 'mlg36')",9
"('1-6098C', '1-6181C', '1-7981')",9
"('mlg26', '1-8939', '1-6098C')",9
"('mlg26', '1-9099', '1-6098C')",9
"('mlg26', 'mlg36', '1-6098C')",9
"('1-16979', '1-7807C', 'mlg03')",9
"('mlg36', '1-6098C', 'mlg26')",9
"('mlg36', 'mlg26', '1-6098C')",9
"('1-16979', 'mlg03', '1-7807C')",9
"('mlg03', '1-7807C', '1-16979')",9
"('1-2545C', '1-4126', 'mlg26')",9
"('mlg03', '1-16979', '1-7807C')",9
"('1-2545C', 'mlg26', '1-4126')",9
"('1-9383', '7W2-11841', '1-2714C')",9
"('1-11002', '1-10979', '7W2-11889')",9
"('1-9383', '1-9098', '1-2714C')",9
"('mlg48', 'mlg47', '1-7962')",9
"('1-9098', '1-2714C', '1-9383')",9
"('1-2714C', '1-9383', '7W2-11841')",9
"('1-9098', '1-9383', '1-2714C')",9
"('1-2714C', '1-9383', '1-9098')",9
"('1-0292C', 'mlg25', 'mlg35')",9
"('1-0292C', 'mlg35', 'mlg25')",9
"('1-2714C', '1-9098', '1-9383')",9
"('mlg48', '1-7962', 'mlg47')",9
"('mlg25', '1-0292C', 'mlg35')",9
"('mlg25', 'mlg35', '1-0292C')",9
"('mlg35', '1-0292C', 'mlg25')",9
"('1-2714C', '7W2-11841', '1-9383')",9
"('mlg35', 'mlg25', '1-0292C')",9
"('1-8810', 'mlg25', 'mlg33')",9
"('1-1605', 'mlg02', 'mlg75')",9
"('1-8810', 'mlg33', 'mlg25')",9
"('1-9383', '1-2714C', '7W2-11841')",9
"('1-9383', '1-2714C', '1-9098')",9
"('mlg36', 'mlg26', '1-0272C')",8
"('1-18288', '1-4126', 'mlg26')",8
"('7W2-11889', '1-10667', '1-4041')",8
"('mlg02', '1-1317C', '1-1637')",8
"('1-18799', 'mlg53', 'mlg47')",8
"('1-10767', '1-1317C', '7W2-11889')",8
"('1-1637', 'mlg02', '1-1317C')",8
"('1-2294C', '1-7058C', '1-8945')",8
"('1-1317C', '7W2-11889', '1-10767')",8
"('1-4041', '7W2-11889', '1-10667')",8
"('1-1637', '1-1317C', 'mlg02')",8
"('1-4041', '1-10667', '7W2-11889')",8
"('1-18288', 'mlg26', '1-4126')",8
"('1-1317C', 'mlg02', '1-1637')",8
"('mlg53', 'mlg47', '1-18799')",8
"('1-1317C', '1-1637', 'mlg02')",8
"('mlg48', '1-17759', 'mlg53')",8
"('mlg36', '1-0272C', 'mlg26')",8
"('mlg53', '1-18799', 'mlg47')",8
"('1-8188C', '1-1462C', '1-8098C')",8
"('1-8188C', '1-8098C', '1-1462C')",8
"('1-1317C', '1-10767', '7W2-11889')",8
"('1-10667', '7W2-11889', '1-4041')",8
"('1-10667', '1-4041', '7W2-11889')",8
"('7W2-11889', '1-4041', '1-10667')",8
"('1-4126', '1-1317C', '1-1999')",8
"('1-4126', '1-1999', '1-1317C')",8
"('1-10669', '1-10667', '7W2-11889')",8
"('1-7863C', '1-5775C', '1-7981')",8
"('7W2-11889', '1-10880', '1-17711')",8
"('7W2-11889', '1-17711', '1-10880')",8
"('1-0303C', 'mlg18', '1-8313')",8
"('7W2-11889', '1-1317C', '1-10767')",8
"('7W2-11889', '1-10767', '1-1317C')",8
"('1-10667', '7W2-11889', '1-10669')",8
"('1-0303C', '1-8313', 'mlg18')",8
"('1-10667', '1-10669', '7W2-11889')",8
"('mlg53', 'mlg48', '1-17759')",8
"('mlg53', '1-17759', 'mlg48')",8
"('mlg48', 'mlg53', '1-17759')",8
"('1-5775C', '1-7981', '1-7863C')",8
"('1-5775C', '1-7863C', '1-7981')",8
"('1-10669', '7W2-11889', '1-10667')",8
"('1-8313', '1-0303C', 'mlg18')",8
"('1-4041', '1-1317C', '1-0303C')",8
"('1-18799', 'mlg47', 'mlg53')",8
"('1-4041', '1-0303C', '1-1317C')",8
"('mlg53', '1-7963', '1-18780')",8
"('mlg47', 'mlg53', '1-18799')",8
"('mlg47', '1-18799', 'mlg53')",8
"('1-1999', '1-4126', '1-1317C')",8
"('1-1999', '1-1317C', '1-4126')",8
"('1-1317C', '1-4126', '1-1999')",8
"('1-1317C', '1-1999', '1-4126')",8
"('1-10767', '7W2-11889', '1-1317C')",8
"('1-0303C', '1-1317C', '1-4041')",8
"('1-0303C', '1-4041', '1-1317C')",8
"('1-7981', '1-7863C', '1-5775C')",8
"('1-7981', '1-5775C', '1-7863C')",8
"('1-1317C', '1-0303C', '1-4041')",8
"('1-7863C', '1-7981', '1-5775C')",8
"('1-1317C', '1-4041', '1-0303C')",8
"('mlg02', '1-1637', '1-1317C')",8
"('1-7866C', '1-5626C', '1-7140C')",8
"('mlg26', 'mlg36', '1-0272C')",8
"('mlg77', '1-9927', '1-5877C')",8
"('1-8313', 'mlg18', '1-0303C')",8
"('mlg25', '1-8974', '1-8914')",8
"('1-8945', '1-2294C', '1-7058C')",8
"('1-4041', 'mlg22', '1-1258C')",8
"('1-4041', '1-1258C', 'mlg22')",8
"('1-1224C', '1-6098C', '1-9274')",8
"('1-9927', '1-5877C', 'mlg77')",8
"('1-1224C', '1-9274', '1-6098C')",8
"('1-9927', 'mlg77', '1-5877C')",8
"('1-6098C', '1-1224C', '1-9274')",8
"('1-9518', '1-9013', '1-6098C')",8
"('1-1258C', 'mlg22', '1-4041')",8
"('1-1258C', '1-4041', 'mlg22')",8
"('1-6098C', '1-9274', '1-1224C')",8
"('1-5877C', '1-9927', 'mlg77')",8
"('mlg25', '1-8914', '1-8974')",8
"('1-8974', 'mlg25', '1-8914')",8
"('1-8974', '1-8914', 'mlg25')",8
"('1-0272C', 'mlg26', 'mlg36')",8
"('mlg19', '1-1317C', '1-4041')",8
"('mlg18', '1-0303C', '1-8313')",8
"('mlg18', '1-8313', '1-0303C')",8
"('1-4041', 'mlg19', '1-1317C')",8
"('1-4041', '1-1317C', 'mlg19')",8
"('1-1317C', 'mlg19', '1-4041')",8
"('1-1317C', '1-4041', 'mlg19')",8
"('1-8914', 'mlg25', '1-8974')",8
"('mlg22', '1-4041', '1-1258C')",8
"('mlg22', '1-1258C', '1-4041')",8
"('1-18780', '1-7963', 'mlg53')",8
"('1-8945', '1-7058C', '1-2294C')",8
"('1-18780', 'mlg53', '1-7963')",8
"('1-8914', '1-8974', 'mlg25')",8
"('1-5877C', 'mlg77', '1-9927')",8
"('mlg77', '1-5877C', '1-9927')",8
"('1-5626C', '1-7140C', '1-7866C')",8
"('1-0272C', 'mlg36', 'mlg26')",8
"('1-7058C', '1-8945', '1-2294C')",8
"('1-4126', 'mlg26', '1-18288')",8
"('1-8098C', '1-1462C', '1-8188C')",8
"('1-4126', '1-18288', 'mlg26')",8
"('1-7058C', '1-2294C', '1-8945')",8
"('1-8098C', '1-8188C', '1-1462C')",8
"('1-17711', '1-10880', '7W2-11889')",8
"('mlg26', '1-0272C', 'mlg36')",8
"('1-2294C', '1-8945', '1-7058C')",8
"('mlg53', '1-18780', '1-7963')",8
"('1-7866C', '1-7140C', '1-5626C')",8
"('mlg19', '1-4041', '1-1317C')",8
"('1-7140C', '1-7866C', '1-5626C')",8
"('1-7140C', '1-5626C', '1-7866C')",8
"('1-5626C', '1-7866C', '1-7140C')",8
"('1-1462C', '1-8188C', '1-8098C')",8
"('1-7963', 'mlg53', '1-18780')",8
"('1-7140C', '1-7866C', '1-19443')",8
"('1-1462C', '1-8098C', '1-8188C')",8
"('1-9518', '1-6098C', '1-9013')",8
"('1-9274', '1-1224C', '1-6098C')",8
"('7W2-11889', '1-4041', '1-17711')",8
"('1-9274', '1-6098C', '1-1224C')",8
"('mlg26', '1-4126', '1-18288')",8
"('1-19443', '1-7866C', '1-7140C')",8
"('1-19443', '1-7140C', '1-7866C')",8
"('1-7963', '1-18780', 'mlg53')",8
"('1-10880', '1-17711', '7W2-11889')",8
"('1-10880', '7W2-11889', '1-17711')",8
"('1-7866C', '1-19443', '1-7140C')",8
"('mlg26', '1-18288', '1-4126')",8
"('1-7866C', '1-7140C', '1-19443')",8
"('1-7140C', '1-19443', '1-7866C')",8
